name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,versatility,release_clause,talent,dominant_position,traits
Y. Baraye,27,22/6/1992,177,76,Senegal,Parma,68,68,950000,17000,LW;ST;RW,Right,1,3,3,6,3,1700000,Ordinary,SUB,Good
Miranda,19,19/1/2000,185,76,Spain,FC Barcelona,67,82,1500000,17000,LB;CB,Left,1,3,2,5,2,4000000,Ordinary,RES,Good
H. Kane,20,23/11/1998,177,67,England,Liverpool,67,77,1200000,17000,CM,Right,1,3,3,5,1,2500000,Ordinary,RES,Good
H. Rafia,20,22/4/1999,174,68,France,Juventus,66,75,1000000,17000,CAM,Right,1,3,3,8,1,1900000,Ordinary,RES,Argues_with_Officials
Pepe,36,26/2/1983,188,81,Portugal,FC Porto,84,84,6500000,16000,CB,Right,4,3,2,6,1,13000000,Ordinary,RCB,Injury_Prone;Avoids_Using_Weaker_Foot
De Tomás,24,17/10/1994,180,72,Spain,SL Benfica,79,85,17500000,16000,ST,Right,1,3,3,5,1,38500000,Ordinary,LS,Long_Throw-in;Argues_with_Officials;Speed_Dribbler
Raphinha,22,14/12/1996,176,68,Brazil,Sporting CP,79,84,17000000,16000,RW;LW,Left,1,3,4,8,2,35300000,Acrobat,RW,Selfish;Early_Crosser;Crowd_Favourite
D. Dumfries,23,18/4/1996,188,80,Netherlands,PSV,78,82,12000000,16000,RB,Right,2,3,3,8,1,17700000,Ordinary,RB,Inflexible;Early_Crosser
Marcelo Goiano,31,13/10/1987,176,69,Brazil,Sivasspor,78,78,7500000,16000,RB;LB,Right,1,4,3,6,2,15000000,Ordinary,RB,Avoids_Using_Weaker_Foot
A. Barák,24,3/12/1994,190,86,Czech Republic,Udinese,77,84,12500000,16000,CM;CAM,Left,1,3,4,8,2,23800000,Ordinary,CDM,Crowd_Favourite
A. Petagna,24,30/6/1995,190,85,Italy,SPAL,77,82,12000000,16000,ST,Left,1,3,3,5,1,22500000,Strength,LS,Good
G. Pereiro,24,11/6/1995,188,76,Uruguay,PSV,77,81,11500000,16000,CAM;RW,Left,2,3,3,4,2,17000000,Ordinary,RES,Beat_Offside_Trap;Selfish;Speed_Dribbler;Crowd_Favourite
L. Ocampos,24,11/7/1994,187,84,Argentina,Sevilla FC,77,80,11500000,16000,LM;LW,Right,2,3,4,9,2,25000000,Engine,SUB,Early_Crosser
N. Gudelj,27,16/11/1991,187,73,Serbia,Sevilla FC,77,78,9000000,16000,CDM;CM,Right,2,2,3,5,2,19600000,Ordinary,SUB,Argues_with_Officials
R. Centurión,26,19/1/1993,174,74,Argentina,Atlético de San Luis,77,78,10500000,16000,LM;RM;CAM,Right,1,3,4,8,3,0,Speedster,LM,Selfish;Crowd_Favourite
Fransérgio,28,18/10/1990,187,82,Brazil,SC Braga,77,77,9000000,16000,CM,Right,1,3,3,8,1,18000000,Ordinary,RCM,Finesse_Shot
Álex Remiro,24,24/3/1995,191,83,Spain,Real Sociedad,76,84,8500000,16000,GK,Right,1,3,1,5,1,19600000,Ordinary,SUB,Flair;Second_Wind
K. Dolberg,21,6/10/1997,187,83,Denmark,Ajax,76,84,11500000,16000,ST,Right,2,3,3,4,1,18400000,Ordinary,SUB,Selfish;Long_Passer;Speed_Dribbler
A. Franco,22,11/10/1996,183,77,Argentina,Independiente,76,83,10000000,16000,CB;RB,Right,1,2,2,6,2,16000000,Ordinary,RCB,Diver;Long_Passer
A. Barboza,24,16/3/1995,192,88,Argentina,Independiente,76,81,9500000,16000,CB,Left,1,3,2,9,1,14000000,Strength,LCB,Good
F. Di Francesco,25,14/6/1994,171,75,Italy,SPAL,76,79,9500000,16000,LW;RW,Right,1,4,4,5,2,0,Ordinary,SUB,Early_Crosser
J. Sand,38,17/7/1980,185,82,Argentina,Club Atlético Lanús,76,76,2800000,16000,ST,Right,1,4,3,7,1,4100000,Ordinary,ST,Diver;Long_Passer;Giant_Throw-in
A. Hunt,32,4/9/1986,183,73,Germany,Hamburger SV,76,76,6000000,16000,CAM;CM;RM,Left,2,3,3,5,3,9600000,Ordinary,LCM,Power_Free-Kick;Avoids_Using_Weaker_Foot;Argues_with_Officials;Speed_Dribbler
J. Orozco,33,12/5/1986,184,81,Mexico,Santos Laguna,76,76,4200000,16000,GK,Right,2,3,1,5,1,7100000,Ordinary,GK,Flair;Second_Wind
S. Bocchetti,32,30/11/1986,186,86,Italy,Hellas Verona,76,76,4900000,16000,CB,Left,2,2,2,6,1,8900000,Strength,LCB,Long_Passer
I. Radovanovic,30,29/8/1988,187,80,Serbia,Genoa,76,76,6500000,16000,CDM;CM,Right,2,3,2,3,2,11100000,Ordinary,SUB,Leadership;Argues_with_Officials
N. Jørgensen,28,15/1/1991,190,83,Denmark,Feyenoord,76,76,8000000,16000,ST,Right,2,3,3,8,1,12000000,Ordinary,ST,Speed_Dribbler
Davi Parrela,31,29/2/1988,191,88,Brazil,Avaí FC,76,76,5500000,16000,CB;CDM,Right,1,3,2,5,2,10500000,Strength,RCB,Good
Cucurella,20,22/7/1998,172,69,Spain,Getafe CF,75,84,10500000,16000,LM;LB,Left,1,3,3,8,2,0,Ordinary,LM,Early_Crosser
G. Tutino,22,20/8/1996,177,76,Italy,Hellas Verona,75,83,10000000,16000,CF;RW;ST,Right,1,3,3,8,3,0,Ordinary,SUB,Beat_Offside_Trap;Argues_with_Officials;Early_Crosser
L. Dimata,21,1/9/1997,184,83,Belgium,RSC Anderlecht,75,83,10000000,16000,ST,Right,1,3,3,9,1,17000000,Ordinary,SUB,Good
D. Bronn,24,19/6/1995,184,75,Tunisia,KAA Gent,75,80,8000000,16000,CB;RB,Right,1,3,3,8,2,12600000,Ordinary,SUB,Leadership
L. Lerager,25,12/7/1993,188,85,Denmark,Genoa,75,78,8000000,16000,CM;CDM,Right,1,3,3,9,2,14200000,Engine,RCM,Diver
L. Magallán,25,27/9/1993,185,83,Argentina,Ajax,75,77,7000000,16000,CB,Right,1,3,2,2,1,10300000,Ordinary,SUB,Good
J. Hansen,34,31/5/1985,188,78,Denmark,FC Midtjylland,75,75,2900000,16000,GK,Right,1,3,1,5,1,3800000,Ordinary,GK,Good
Sergio,32,3/8/1986,180,75,Spain,RC Celta,75,75,4000000,16000,GK,Right,2,2,1,5,1,8500000,Ordinary,SUB,Giant_Throw-in;Acrobatic_Clearance
P. Cissé,34,3/6/1985,183,73,Senegal,Alanyaspor,75,75,3500000,16000,ST,Right,2,4,3,4,1,7000000,Ordinary,ST,Injury_Free
S. Grytebust,29,25/10/1989,185,82,Norway,FC København,75,75,4700000,16000,GK,Right,1,2,1,5,1,6100000,Ordinary,GK,Good
A. Paloschi,29,4/1/1990,182,80,Italy,SPAL,75,75,6500000,16000,ST,Right,2,4,3,7,1,11700000,Ordinary,RS,Long_Passer
E. Badu,28,2/12/1990,173,70,Ghana,Hellas Verona,75,75,6000000,16000,CDM;CM,Right,2,3,3,9,2,0,Engine,RCM,Good
A. Donnarumma,28,30/11/1990,181,75,Italy,Brescia,75,75,7000000,16000,ST,Right,1,3,3,7,1,12600000,Ordinary,LS,Beat_Offside_Trap
H. Diallo,24,15/6/1995,186,79,Senegal,FC Metz,74,80,8000000,16000,ST,Right,1,2,3,8,1,17600000,Ordinary,ST,Good
J. Aidoo,23,29/9/1995,180,80,Ghana,RC Celta,74,80,7000000,16000,CB,Right,1,2,2,6,1,16100000,Ordinary,RCB,Good
L. Romero,25,18/4/1994,167,67,Argentina,Independiente,74,79,7000000,16000,CDM;CM;RB,Right,1,2,3,6,3,10300000,Ordinary,SUB,Injury_Prone;Argues_with_Officials
B. Zungu,26,9/10/1992,184,76,South Africa,Amiens SC,74,79,6500000,16000,CDM;CM,Right,1,2,3,5,2,13500000,Ordinary,SUB,Good
Vadillo,24,12/9/1994,180,70,Spain,Granada CF,74,78,7500000,16000,RM;LM,Right,1,3,4,5,2,17100000,Acrobat,RM,Selfish;Early_Crosser;Crowd_Favourite
A. González,25,16/5/1994,169,70,Argentina,Estudiantes de La Plata,74,77,7000000,16000,RW;RM;LW,Right,1,3,3,5,3,11000000,Ordinary,LW,Dives_Into_Tackles;Crowd_Favourite
J. van Overeem,25,1/6/1994,181,71,Netherlands,FC Utrecht,74,76,7000000,16000,CM;CDM,Right,1,3,3,5,2,11000000,Ordinary,SUB,Finesse_Shot
Oier,29,14/9/1989,190,91,Spain,Levante UD,74,75,4600000,16000,GK,Left,1,3,1,5,1,9900000,Ordinary,SUB,Good
T. Delaine,27,24/3/1992,180,70,France,FC Metz,74,75,5500000,16000,LB,Right,1,5,3,8,1,11400000,Ordinary,LB,Dives_Into_Tackles
C. Lema,29,24/3/1990,191,90,Argentina,Newell's Old Boys,74,75,5500000,16000,CB,Right,1,2,2,3,1,0,Strength,RCB,Leadership;Long_Passer
A. Chahechouhe,32,2/7/1986,176,68,Morocco,Antalyaspor,74,74,4400000,16000,LM;CAM,Right,1,4,4,5,2,8700000,Ordinary,LM,Selfish;Argues_with_Officials;Crowd_Favourite
S. Sunzu,30,22/6/1989,190,91,Zambia,FC Metz,74,74,4600000,16000,CB,Right,1,3,2,5,1,9100000,Strength,RCB,Leadership;Long_Passer
Rafael,29,20/5/1990,186,83,Brazil,Reading,74,74,4000000,16000,GK,Right,2,2,1,5,1,7600000,Ordinary,GK,Flair;Acrobatic_Clearance
H. Gnohere,31,21/2/1988,183,94,France,FCSB (Steaua),74,74,5000000,16000,ST,Left,1,3,3,4,1,7000000,Strength,ST,Crowd_Favourite
D. Lazovic,28,15/9/1990,181,66,Serbia,Hellas Verona,74,74,5500000,16000,LM;RM,Right,1,4,3,5,2,9900000,Ordinary,LM,Early_Crosser
T. Tomiyasu,20,5/11/1998,188,84,Japan,Bologna,73,84,6500000,16000,CB;CDM,Right,1,5,2,6,2,12400000,Ordinary,SUB,Good
Stephen Eustáquio,22,21/12/1996,178,68,Portugal,Cruz Azul,73,84,6500000,16000,CDM;CM,Right,1,3,2,5,2,12400000,Ordinary,SUB,Good
M. Pereira Lage,22,30/11/1996,180,67,Portugal,Angers SCO,73,82,6000000,16000,LM,Right,1,3,4,8,1,13200000,Ordinary,LM,Finesse_Shot;Crowd_Favourite
N. De la Cruz,22,1/6/1997,167,65,Uruguay,River Plate,73,82,6000000,16000,CAM;RM,Right,1,3,3,4,2,9600000,Ordinary,LAM,Argues_with_Officials
L. Boyé,23,28/2/1996,183,80,Argentina,Reading,73,81,6000000,16000,LM;ST;CAM,Right,1,2,3,5,3,0,Ordinary,SUB,Diver
David Juncà,25,16/11/1993,176,67,Spain,RC Celta,73,78,4700000,16000,LB;LWB,Left,1,3,2,8,2,10200000,Ordinary,SUB,Good
F. Angileri,25,15/3/1994,184,84,Argentina,River Plate,73,78,4700000,16000,LB;LM,Left,1,3,3,9,2,6900000,Ordinary,SUB,Dives_Into_Tackles;Early_Crosser
M. Mitrovic,25,10/11/1993,187,85,Croatia,Club Brugge KV,73,77,4600000,16000,CB,Right,1,2,2,3,1,6800000,Ordinary,SUB,Good
M. Moreno,25,25/6/1994,168,65,Argentina,Club Atlético Lanús,73,76,5000000,16000,RW;LW;CM,Right,1,3,3,8,3,7900000,Speedster;Acrobat,SUB,Early_Crosser;Crowd_Favourite
P. ?ulj,26,9/6/1993,185,80,Austria,RSC Anderlecht,73,75,4800000,16000,CM;CDM,Left,1,3,4,8,2,7500000,Ordinary,CDM,Leadership;Argues_with_Officials;Finesse_Shot
Lee Chung Yong,30,2/7/1988,180,68,Korea Republic,VfL Bochum 1848,73,73,3800000,16000,CAM;LM,Right,2,3,3,9,2,6000000,Ordinary,RM,Good
G. Kakuta,28,21/6/1991,173,64,DR Congo,Amiens SC,73,73,4000000,16000,RM;CF,Left,2,3,4,5,2,8100000,Acrobat,CAM,Crowd_Favourite
Daniel Candeias,31,25/2/1988,177,78,Portugal,Gençlerbirligi SK,73,73,3500000,16000,RW;RM,Right,1,4,4,9,2,7000000,Ordinary,RM,Early_Crosser
M. Autret,28,1/3/1991,179,64,France,Stade Brestois 29,73,73,4000000,16000,CAM;LM,Right,1,3,4,8,2,8100000,Ordinary,RS,Dives_Into_Tackles;Argues_with_Officials
B. Stancu,32,28/6/1987,183,75,Romania,Gençlerbirligi SK,73,73,3200000,16000,ST;LM,Right,1,4,3,5,2,6400000,Ordinary,SUB,Giant_Throw-in;Outside_Foot_Shot
Álex Martínez,28,12/8/1990,176,67,Spain,Granada CF,73,73,3400000,16000,LB,Left,1,3,3,8,1,7500000,Ordinary,LB,Good
Hervías,26,8/3/1993,174,68,Spain,Real Valladolid CF,73,73,4300000,16000,RM;LM,Right,1,3,4,8,2,9000000,Ordinary,SUB,Selfish;Early_Crosser
S. Doukara,27,29/9/1991,186,85,France,Antalyaspor,73,73,4300000,16000,ST,Right,1,3,3,5,1,8500000,Ordinary,ST,Injury_Free
P. Hurtado,28,27/7/1990,176,72,Peru,Atiker Konyaspor,73,73,4000000,16000,CAM,Right,1,4,4,4,1,8100000,Ordinary,CAM,Injury_Free;Crowd_Favourite
S. Mendoza,27,27/6/1992,171,70,Colombia,Amiens SC,73,73,4200000,16000,LM;LW,Left,1,3,3,8,2,8400000,Speedster,RES,Argues_with_Officials;Early_Crosser
A. Di Gaudio,29,16/8/1989,169,63,Italy,Hellas Verona,73,73,3900000,16000,LW,Right,1,4,4,8,1,7000000,Acrobat,RES,Crowd_Favourite
A. Caci,22,1/7/1997,184,70,France,RC Strasbourg Alsace,72,83,4900000,16000,CB;LWB,Right,1,5,3,5,2,10800000,Ordinary,SUB,Good
N. González,21,6/4/1998,180,72,Argentina,VfB Stuttgart,72,83,5500000,16000,ST;LM,Left,1,3,4,5,2,9900000,Ordinary,SUB,Crowd_Favourite
J. Onguéné,21,22/12/1997,186,78,Cameroon,FC Red Bull Salzburg,72,81,4400000,16000,CB,Right,1,3,2,5,1,7500000,Ordinary,LCB,Good
A. Dioussé,21,20/9/1997,175,68,Senegal,AS Saint-Étienne,72,80,4600000,16000,CM;CDM,Left,1,3,3,5,2,9600000,Ordinary,RES,Good
B. Davies,23,11/8/1995,185,74,England,Preston North End,72,79,3900000,16000,CB,Left,1,3,2,5,1,8300000,Ordinary,LCB,Good
A. Leya Iseka,21,15/11/1997,183,82,Belgium,Toulouse Football Club,72,79,4500000,16000,ST,Right,1,3,3,5,1,9800000,Ordinary,SUB,Long_Passer
R. Gudiño,23,22/4/1996,196,92,Mexico,Guadalajara,72,79,3300000,16000,GK,Right,1,1,1,5,1,6300000,Ordinary,SUB,Good
Nacho Vidal,24,24/1/1995,180,75,Spain,CA Osasuna,72,79,3900000,16000,RB;RWB,Right,1,3,3,8,2,9300000,Ordinary,RB,Good
J. Rodríguez,23,17/6/1996,171,61,Mexico,Club León,72,78,3900000,16000,CDM,Left,1,3,2,5,1,7400000,Ordinary,SUB,Good
S. Moreira,24,13/8/1994,179,75,France,Toulouse Football Club,72,76,3600000,16000,RB;CB,Right,1,2,3,8,2,7400000,Ordinary,SUB,Good
A. Sedlar,27,13/12/1991,178,79,Serbia,RCD Mallorca,72,75,3400000,16000,CB,Right,1,3,2,6,1,7600000,Ordinary,SUB,Inflexible;Diver;Long_Passer
G. Kvilitaia,25,1/10/1993,193,82,Georgia,KAA Gent,72,75,4000000,16000,ST,Right,1,4,2,4,1,6200000,Ordinary,SUB,Good
A. Smithies,29,5/3/1990,188,88,England,Cardiff City,72,73,2500000,16000,GK,Right,1,2,1,5,1,5000000,Ordinary,SUB,Good
J. Rojas,26,7/1/1993,168,70,Paraguay,Club Tijuana,72,73,3700000,16000,RM;LM,Right,1,3,3,7,2,0,Speedster,SUB,Dives_Into_Tackles;Selfish;Early_Crosser
A. Ramos,33,22/1/1986,186,78,Colombia,Granada CF,72,72,2000000,16000,ST,Right,2,3,3,5,1,4300000,Ordinary,SUB,Long_Passer
Sandro Manoel,30,23/7/1988,176,77,Brazil,Al Taawoun,72,72,2600000,16000,CDM,Right,1,3,2,5,1,4200000,Ordinary,RDM,Long_Throw-in;Diver
R. Álvarez,31,12/4/1988,188,84,Argentina,Club Atlas,72,72,2700000,16000,CAM,Left,2,2,4,8,1,4600000,Ordinary,SUB,Injury_Free;Argues_with_Officials;Finesse_Shot;Crowd_Favourite
C. Chávez,32,4/6/1987,171,66,Argentina,Independiente,72,72,2500000,16000,ST;LW;RW,Right,1,3,3,8,3,3500000,Ordinary,SUB,Argues_with_Officials
I. Santini,30,21/5/1989,190,89,Croatia,Jiangsu Suning FC,72,72,3000000,16000,ST,Right,1,4,3,8,1,4700000,Strength,SUB,Skilled_Dribbling
J. Vigón,27,20/7/1991,174,71,Mexico,U.N.A.M.,72,72,3200000,16000,CM,Right,1,3,3,5,1,5400000,Ordinary,RCM,Good
L. Reyes,28,13/6/1991,175,75,Chile,Club Atlas,72,72,3100000,16000,CM;CDM,Right,1,3,3,5,2,5200000,Ordinary,CDM,Injury_Prone;Finesse_Shot
J. Copete,31,23/1/1988,188,78,Colombia,Pachuca,72,72,2700000,16000,LM;CF;RM,Left,1,3,3,7,3,4600000,Ordinary,RM,Early_Crosser
Joshuando Sá,35,29/2/1984,182,81,Brazil,Santos,72,72,875000,16000,LB;LWB,Left,1,3,2,5,2,1700000,Ordinary,LB,Speed_Dribbler
J. Bacuna,21,7/8/1997,178,74,Netherlands,Huddersfield Town,71,81,3800000,16000,CM;CDM,Right,1,3,3,5,2,8000000,Ordinary,RCM,Injury_Prone;Leadership;Argues_with_Officials;Crowd_Favourite
I. Ganago,20,16/2/1999,176,78,Cameroon,OGC Nice,71,81,3900000,16000,ST;LW,Right,1,3,3,5,2,8600000,Ordinary,RW,Power_Free-Kick
L. Suárez,23,30/3/1996,167,60,Argentina,Villarreal CF,71,79,3500000,16000,RM;ST;CAM,Left,1,3,4,4,3,8000000,Ordinary,SUB,Power_Free-Kick;Injury_Free;Crowd_Favourite
P. Köpke,23,3/9/1995,177,75,Germany,Hertha BSC,71,79,3500000,16000,ST;LM,Right,1,3,3,5,2,6700000,Ordinary,RES,Good
David Raya,23,15/9/1995,183,75,Spain,Brentford,71,78,2500000,16000,GK,Right,1,2,1,5,1,5300000,Ordinary,GK,Diver;Flair
L. Baker,24,25/4/1995,182,72,England,Fortuna Düsseldorf,71,77,3200000,16000,CM;CAM;CDM,Right,1,5,3,4,3,0,Ordinary,LDM,Argues_with_Officials;Finesse_Shot
I. Sacko,21,19/7/1997,183,70,France,OGC Nice,71,77,3300000,16000,ST;LW;RW,Right,1,3,3,5,3,7300000,Ordinary,SUB,Early_Crosser
J. Zimmer,25,6/12/1993,171,74,Germany,Fortuna Düsseldorf,71,76,2800000,16000,RB;RM;LM,Right,1,3,2,5,3,5200000,Ordinary,SUB,Injury_Prone
W. Endo,26,9/2/1993,178,75,Japan,VfB Stuttgart,71,74,2700000,16000,CDM;CB;CM,Right,1,4,3,6,3,0,Ordinary,SUB,Leadership
G. Wikheim,26,18/3/1993,182,70,Norway,FC Midtjylland,71,72,2800000,16000,LW;RW,Right,1,3,4,7,2,3800000,Acrobat,RS,Injury_Free;Selfish;Crowd_Favourite
D. Graham,33,12/8/1985,183,87,England,Blackburn Rovers,71,71,1500000,16000,ST,Right,2,3,2,5,1,2800000,Ordinary,SUB,Beat_Offside_Trap;Giant_Throw-in
A. Federici,34,31/1/1985,188,90,Australia,Stoke City,71,71,1000000,16000,GK,Right,1,2,1,5,1,2000000,Ordinary,SUB,Second_Wind
B. Balaj,28,11/1/1991,188,78,Albania,SK Sturm Graz,71,71,2400000,16000,ST,Right,1,4,3,5,1,3700000,Ordinary,ST,Good
C. Goodwin,27,16/12/1991,180,73,Australia,Al Wehda,71,71,2500000,16000,LM;LW,Left,1,3,3,8,2,4100000,Ordinary,LM,Argues_with_Officials;Early_Crosser
Cristian López,30,27/4/1989,185,80,Spain,Angers SCO,71,71,2300000,16000,ST,Right,1,3,3,8,1,4600000,Ordinary,RES,Good
Alam Araújo,27,29/2/1992,178,78,Brazil,Grêmio,71,71,2100000,16000,LB;LM,Left,1,3,2,8,2,3800000,Ordinary,SUB,Good
Wagner Orsinho,31,29/2/1988,176,69,Brazil,Fluminense,71,71,1700000,16000,LB,Left,1,3,2,8,1,3300000,Ordinary,SUB,Power_Free-Kick
Rogério,21,13/1/1998,178,70,Brazil,Sassuolo,70,83,3100000,16000,LB;LM,Left,1,3,3,5,2,7600000,Ordinary,LB,Good
M. Varnier,21,8/6/1998,186,82,Italy,Atalanta,70,82,2900000,16000,CB,Right,1,5,2,6,1,5600000,Ordinary,RES,Good
Y. Çetin,22,1/1/1997,189,85,Turkey,Roma,70,80,2600000,16000,CB,Right,1,2,2,6,1,5000000,Ordinary,RES,Good
M. Thorsby,23,5/5/1996,189,79,Norway,Sampdoria,70,76,2400000,16000,CM;CAM,Right,1,3,2,9,2,4600000,Engine,RES,Good
D. Johnson,26,8/10/1992,174,67,Jamaica,Preston North End,70,73,2200000,16000,CM;CDM;CAM,Left,1,3,3,4,3,4300000,Ordinary,SUB,Beat_Offside_Trap
L. Capezzi,24,28/3/1995,178,72,Italy,Sampdoria,70,73,2200000,16000,CM,Right,1,2,3,5,1,3900000,Ordinary,RES,Good
W. Routledge,34,7/1/1985,170,64,England,Swansea City,70,70,900000,16000,RM;LM,Right,2,2,3,6,2,1700000,Ordinary,SUB,Good
X. Kouassi,29,28/12/1989,174,69,Ivory Coast,FC Sion,70,70,1500000,16000,CB;CDM,Right,1,2,3,5,2,2200000,Ordinary,RCB,Injury_Prone
E. Lenjani,29,5/8/1989,175,65,Albania,FC Sion,70,70,1500000,16000,LWB;LM;LB,Left,2,3,3,8,3,2100000,Ordinary,LM,Leadership;Early_Crosser
F. Jozefzoon,28,9/2/1991,175,72,Netherlands,Derby County,70,70,1800000,16000,RM;LM;RW,Right,1,4,3,5,3,3400000,Speedster,RM,Selfish;Early_Crosser
T. Tawatha,27,21/6/1992,172,70,Israel,Eintracht Frankfurt,70,70,1600000,16000,LB;LWB,Left,1,3,2,5,2,2700000,Ordinary,RES,Good
Somália,30,28/9/1988,180,73,Brazil,Al Shabab,70,70,1400000,16000,RB;CM;RWB,Right,1,4,3,9,3,2300000,Ordinary,RB,Early_Crosser
Jailson Oliva,27,29/2/1992,171,65,Brazil,Atlético Mineiro,70,70,1600000,16000,RB,Right,1,3,3,5,1,3000000,Ordinary,SUB,Good
J. Mees,23,15/4/1996,180,76,Germany,1. FC Union Berlin,69,76,1500000,16000,LW;LM,Right,1,4,3,5,2,3000000,Ordinary,RES,Good
D. Bachmann,24,9/7/1994,191,81,Austria,Watford,69,75,1100000,16000,GK,Right,1,3,1,5,1,2300000,Ordinary,RES,Acrobatic_Clearance
S. Becker,24,9/2/1995,180,75,Netherlands,1. FC Union Berlin,69,74,1400000,16000,RW,Right,1,2,3,4,1,2600000,Speedster,RW,Early_Crosser
S. Gustafson,24,20/1/1995,186,80,Sweden,Torino,69,73,1300000,16000,CM,Right,1,3,3,5,1,2400000,Ordinary,RES,Good
S. Nsoki,20,9/4/1999,185,78,France,Paris Saint-Germain,68,82,1800000,16000,LB;CB,Left,1,2,3,2,2,4500000,Ordinary,RES,Good
M. Shved,21,16/7/1997,171,63,Ukraine,Celtic,68,78,1500000,16000,RW;CAM;LW,Left,1,3,3,4,3,2900000,Ordinary,SUB,Crowd_Favourite
M. Pessina,22,21/4/1997,183,75,Italy,Atalanta,68,78,1400000,16000,CM,Left,1,2,3,5,1,2700000,Ordinary,SUB,Good
K. Hause,23,16/7/1995,191,93,England,Aston Villa,68,77,1300000,16000,CB;LB,Left,1,3,2,5,2,2600000,Ordinary,SUB,Good
L. Valzania,23,5/3/1996,184,77,Italy,Atalanta,68,77,1400000,16000,CM,Right,1,3,3,5,1,2600000,Ordinary,RES,Good
M. Sprocati,25,30/11/1993,173,75,Italy,Parma,68,70,1100000,16000,LW;RW,Right,1,4,3,8,2,2100000,Ordinary,RES,Good
J. Arp,19,6/1/2000,184,78,Germany,FC Bayern München,67,85,1600000,16000,ST;LM,Right,1,3,3,5,2,3700000,Ordinary,SUB,Good
Z. Ibrahimovic,37,3/10/1981,195,95,Sweden,LA Galaxy,85,85,14000000,15000,ST,Right,5,4,5,4,1,21000000,Poacher;Aerial_Threat;Distance_Shooter;Strength;Clinical_Finisher;Complete_Forward,ST,Selfish;Argues_with_Officials;Long_Passer;Speed_Dribbler;Crowd_Favourite
E. Viviano,33,1/12/1985,195,90,Italy,Sporting CP,82,82,12000000,15000,GK,Left,2,2,1,5,1,24000000,Ordinary,RES,Flair;Second_Wind
A. Lafont,20,23/1/1999,193,82,France,FC Nantes,79,88,15500000,15000,GK,Right,2,3,1,5,1,0,Ordinary,GK,Swerve_Pass
Otávio,24,9/2/1995,172,71,Brazil,FC Porto,79,84,17000000,15000,RM;CAM;CM,Right,1,3,4,8,3,35300000,Ordinary,SUB,Selfish;Leadership;Crowd_Favourite
S. Nakajima,24,23/8/1994,164,64,Japan,FC Porto,79,84,17000000,15000,LM;CF,Right,1,4,4,7,2,35300000,Speedster;Acrobat,SUB,Beat_Offside_Trap;Selfish;Early_Crosser;Crowd_Favourite
Marcano,32,23/6/1987,189,77,Spain,FC Porto,79,79,8000000,15000,CB,Left,3,3,2,5,1,16000000,Ordinary,LCB,Long_Passer
C. Stuani,32,12/10/1986,186,76,Uruguay,Girona FC,79,79,10000000,15000,ST,Right,1,3,4,4,1,16000000,Ordinary,ST,Long_Passer;Crowd_Favourite
A. Samaris,30,13/6/1989,189,84,Greece,SL Benfica,79,79,10500000,15000,CDM;CM,Right,2,3,2,6,2,21000000,Strength,LCM,Giant_Throw-in
Sérgio Oliveira,27,2/6/1992,181,78,Portugal,FC Porto,78,79,11500000,15000,CM;CDM,Right,1,3,3,5,2,23900000,Distance_Shooter,RCM,Finesse_Shot
R. Battaglia,27,12/7/1991,187,79,Argentina,Sporting CP,78,78,10500000,15000,CM;CDM,Right,1,4,3,6,2,21000000,Ordinary,SUB,Argues_with_Officials
P. Bernardoni,22,18/4/1997,190,78,France,Nîmes Olympique,77,84,9500000,15000,GK,Left,1,2,1,5,1,0,Ordinary,GK,Acrobatic_Clearance;Flair_Passes
P. Rosario,22,7/1/1997,188,73,Netherlands,PSV,77,83,11000000,15000,CDM;CM,Right,1,3,3,5,2,17600000,Ordinary,RCM,Good
R. Gurtner,32,8/12/1986,182,82,France,Amiens SC,77,77,5500000,15000,GK,Right,1,2,1,5,1,11000000,Ordinary,GK,Second_Wind
R. Mandragora,22,29/6/1997,183,76,Italy,Udinese,76,86,12000000,15000,CM;CDM,Left,1,3,3,6,2,22800000,Ordinary,RCM,Good
E. N'Dicka,19,20/8/1999,192,80,France,Eintracht Frankfurt,76,86,11000000,15000,CB,Left,1,3,2,5,1,20900000,Ordinary,SUB,Good
D. Malen,20,19/1/1999,179,78,Netherlands,PSV,76,85,12000000,15000,ST;LW,Right,1,3,4,5,2,19200000,Speedster,ST,Selfish;Speed_Dribbler;Crowd_Favourite
T. Bongonda,23,20/11/1995,176,64,Belgium,KRC Genk,76,82,10500000,15000,LM;LW;RM,Left,1,3,4,5,3,17900000,Ordinary,SUB,Injury_Free;Argues_with_Officials;Crowd_Favourite
Fernandinho,26,16/3/1993,174,70,Brazil,Hebei China Fortune FC,76,79,9500000,15000,CAM;RM;RW,Left,1,3,4,7,3,15400000,Ordinary,RM,Argues_with_Officials;Crowd_Favourite
A. Aguerre,28,23/8/1990,181,80,Argentina,Newell's Old Boys,76,79,7000000,15000,GK,Right,1,2,1,5,1,11000000,Ordinary,GK,Good
Y. Gómez Andrade,27,30/6/1992,187,92,Colombia,Unión de Santa Fe,76,77,8000000,15000,CB,Right,1,3,2,3,1,12600000,Strength,RCB,Good
